CMA-ES 
 Population =  30 
 Mutants =  20 

Epochs 		 Cost 		
1060 		 0.10029664929702703 		
1065 		 0.10029340131122402 		
1070 		 0.1002931846783938 		
1075 		 0.1002930190720435 		
1080 		 0.10029268708751275 		
1085 		 0.10029202021655463 		
1090 		 0.10029053713629202 		
1095 		 0.10028626701757845 		
1100 		 0.10027792674049905 		
1105 		 0.10026904796777007 		
1110 		 0.10026647268502578 		
1115 		 0.10026410794791141 		
1120 		 0.10025770558515879 		
1125 		 0.10024745889141362 		
1130 		 0.10023733049374793 		
1135 		 0.10020834642603323 		
1140 		 0.10019577794283639 		
1145 		 0.10019546994771657 		
1150 		 0.10019494587311406 		
1155 		 0.10019485220918926 		
1160 		 0.10019475639442275 		
1165 		 0.1001943773472588 		
1170 		 0.10019348104067038 		
1175 		 0.1001922014696542 		
1180 		 0.10019005073521331 		
1185 		 0.10018512773460723 		
1190 		 0.10017958409553278 		
1195 		 0.100175796312507 		
1200 		 0.10017235782610143 		
1205 		 0.10016926566840398 		
1210 		 0.10016583585327825 		
1215 		 0.10016163319882418 		
1220 		 0.10015837073786374 		
1225 		 0.10015046967027921 		
1230 		 0.10014810753041023 		
1235 		 0.10014572028940727 		
1240 		 0.10014162253143552 		
1245 		 0.10012741557732356 		
1250 		 0.1001132724627575 		
1255 		 0.10011167659663912 		
1260 		 0.10011036063587714 		
1265 		 0.10010955758177945 		
1270 		 0.10010950698412105 		
1275 		 0.10010948978569807 		
1280 		 0.10010948015743881 		
1285 		 0.10010947770774403 		
1290 		 0.10010947709323624 		
1295 		 0.10010947596273585 		
1300 		 0.10010947299128584 		
1305 		 0.10010945686747084 		
1310 		 0.10010939099042145 		
1315 		 0.10010928515706893 		
1320 		 0.10010916977656067 		
1325 		 0.10010901312397734 		
1330 		 0.10010880146561027 		
1335 		 0.10010874635466376 		
1340 		 0.10010874091240231 		
1345 		 0.10010873750650984 		
1350 		 0.10010873577008533 		
1355 		 0.10010873436426244 		
1360 		 0.10010873203494054 		
1365 		 0.10010872534369468 		
1370 		 0.1001087031517663 		
1375 		 0.10010862621015308 		
1380 		 0.1001083868722933 		
1385 		 0.10010689750973432 		
1390 		 0.10010470637740489 		
1395 		 0.10010442662073488 		
1400 		 0.10010442431760498 		
1405 		 0.10010442113020725 		
1410 		 0.10010441621777992 		
1415 		 0.10010440589700137 		
1420 		 0.10010436936434819 		
1425 		 0.10010426030065112 		
1430 		 0.10010393961841849 		
1435 		 0.10010343609572542 		
1440 		 0.1001027628095362 		
1445 		 0.10010197720502308 		
1450 		 0.10010083843152595 		
1455 		 0.10009871709648521 		
1460 		 0.10009737022622751 		
1465 		 0.10009532459246569 		
1470 		 0.10009011908055362 		
1475 		 0.10007832110820537 		
1480 		 0.10007199187908802 		
1485 		 0.1000688752003316 		
1490 		 0.10006491754614862 		
1495 		 0.10006272392032874 		
*** Best Solution: 
 np.array( [  9.05027624  24.11134321 -11.02313831  20.93115624 -11.8279387
  12.70625485  56.30297958 -21.71993226  17.61985484] )
         272967456 function calls (245419235 primitive calls) in 402.027 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
    93002   78.044    0.001  302.066    0.003 {method 'parts_eval' of 'theta.riemann_theta.riemann_theta.RiemannTheta_Function' objects}
42274243/14832339   68.249    0.000  244.546    0.000 {built-in method numpy.core._multiarray_umath.implement_array_function}
 26831124   32.156    0.000   32.156    0.000 {built-in method numpy.array}
 11136832   22.779    0.000  146.026    0.000 function_base.py:4647(append)
 11322957   13.031    0.000   13.031    0.000 {method 'ravel' of 'numpy.ndarray' objects}
 11136832   12.567    0.000   36.843    0.000 fromnumeric.py:1648(ravel)
    93002   11.695    0.000   39.523    0.000 shape_base.py:269(apply_along_axis)
        1    9.170    9.170    9.245    9.245 {built-in method matplotlib.backends._macosx.show}
 11339426    8.786    0.000   49.374    0.000 <__array_function__ internals>:2(concatenate)
 11136832    8.613    0.000  165.104    0.000 <__array_function__ internals>:2(append)
 24788391    8.599    0.000   37.607    0.000 _asarray.py:88(asanyarray)
  1012692    7.431    0.000    7.431    0.000 {method 'reduce' of 'numpy.ufunc' objects}
 11136832    7.279    0.000   51.079    0.000 <__array_function__ internals>:2(ravel)
    46501    6.839    0.000  316.802    0.007 mathtools.py:41(rtbm_probability)
   375011    5.195    0.000    9.610    0.000 linalg.py:486(inv)
   549012    4.725    0.000    4.725    0.000 {method 'outer' of 'numpy.ufunc' objects}
  5271836    4.116    0.000   17.128    0.000 <__array_function__ internals>:2(dot)
   139503    3.833    0.000    9.435    0.000 linalg.py:985(eigvals)
 13093636    3.600    0.000    3.604    0.000 {built-in method builtins.isinstance}
   326311    3.031    0.000    7.738    0.000 linalg.py:2325(norm)
  1098103    2.645    0.000    2.645    0.000 {built-in method numpy.arange}
    51001    2.563    0.000   14.670    0.000 solvers.py:94(params2manifold)
  1208018    2.345    0.000    2.345    0.000 {method 'astype' of 'numpy.ndarray' objects}
 11136832    2.322    0.000    2.322    0.000 function_base.py:4643(_append_dispatcher)
    46501    2.216    0.000   20.512    0.000 rtbm.py:280(set_parameters)
    46500    1.990    0.000    7.222    0.000 basic.py:42(solve)
 11339426    1.974    0.000    1.974    0.000 multiarray.py:145(concatenate)
   775152    1.939    0.000    1.939    0.000 {method 'dot' of 'numpy.ndarray' objects}
  2046103    1.827    0.000    2.710    0.000 index_tricks.py:655(__next__)
 11136832    1.809    0.000    1.809    0.000 fromnumeric.py:1644(_ravel_dispatcher)
   549012    1.750    0.000   12.318    0.000 twodim_base.py:348(tri)
   700517    1.733    0.000    2.897    0.000 linalg.py:144(_commonType)
  2046103    1.727    0.000    4.437    0.000 shape_base.py:372(<genexpr>)
    93002    1.556    0.000    2.464    0.000 stride_tricks.py:39(as_strided)
    93002    1.395    0.000    2.514    0.000 linalg.py:678(cholesky)
   294008    1.236    0.000   10.022    0.000 twodim_base.py:904(triu_indices)
   498028    1.192    0.000    1.192    0.000 {method 'nonzero' of 'numpy.ndarray' objects}
    49501    1.189    0.000    5.124    0.000 solvers.py:123(manifold2params)
  1098024    1.164    0.000    2.220    0.000 twodim_base.py:33(_min_int)
   186019    1.120    0.000    1.120    0.000 {built-in method _warnings.warn}
   148503    1.112    0.000    2.518    0.000 blas.py:318(_get_funcs)
   388328    1.059    0.000    3.999    0.000 fromnumeric.py:73(_wrapreduction)
    46998    0.965    0.000    5.435    0.000 matfuncs.py:827(_ell)
2140545/2047543    0.940    0.000    1.178    0.000 {built-in method builtins.next}
  5271836    0.904    0.000    0.904    0.000 multiarray.py:707(dot)
   486020    0.903    0.000    0.903    0.000 {built-in method numpy.zeros}
    46501    0.894    0.000    6.978    0.000 mathtools.py:9(check_normalization_consistency)
    93002    0.882    0.000    5.328    0.000 index_tricks.py:636(__init__)
    46500    0.866    0.000    1.663    0.000 linalg.py:327(solve)
   148503    0.814    0.000    1.046    0.000 blas.py:253(find_best_blas_type)
   700516    0.795    0.000    1.654    0.000 linalg.py:116(_makearray)
  1773041    0.716    0.000    1.008    0.000 linalg.py:121(isComplexType)
    46500    0.716    0.000   24.008    0.001 matfuncs.py:609(_expm)
   139503    0.706    0.000    1.795    0.000 linalg.py:215(_assertFinite)
   654016    0.693    0.000    0.693    0.000 linalg.py:111(get_linalg_error_extobj)
  1949862    0.660    0.000    0.661    0.000 {built-in method builtins.getattr}
   730682    0.660    0.000    2.355    0.000 fromnumeric.py:55(_wrapfunc)
    93002    0.649    0.000    7.826    0.000 mathtools.py:14(check_pos_def)
  3008964    0.636    0.000    0.636    0.000 {built-in method builtins.issubclass}
     1500    0.628    0.000  373.738    0.249 solvers.py:229(new_gen)
    46501    0.599    0.000    1.102    0.000 linalg.py:2072(det)
   106500    0.597    0.000    1.612    0.000 function_base.py:432(asarray_chkfinite)
  1102528    0.574    0.000    0.574    0.000 getlimits.py:521(max)
   102000    0.574    0.000    2.304    0.000 _util.py:193(_asarray_validated)
    30223    0.574    0.000    0.790    0.000 matfuncs.py:503(pade3)
  1289258    0.571    0.000    1.872    0.000 _asarray.py:16(asarray)
   700517    0.570    0.000    0.570    0.000 linalg.py:203(_assertRankAtLeast2)
   700517    0.552    0.000    0.552    0.000 linalg.py:209(_assertNdSquareness)
    46998    0.548    0.000    2.570    0.000 matfuncs.py:82(_onenorm_matrix_power_nnm)
   186004    0.506    0.000    2.632    0.000 defmatrix.py:117(__new__)
   498028    0.494    0.000    3.125    0.000 <__array_function__ internals>:2(nonzero)
    46500    0.491    0.000  318.868    0.007 costfunctions.py:30(cost)
  1098024    0.486    0.000    0.486    0.000 getlimits.py:508(min)
        1    0.442    0.442    0.448    0.448 solvers.py:37(set_init)
   375011    0.441    0.000   10.519    0.000 <__array_function__ internals>:2(inv)
   886520    0.439    0.000    0.667    0.000 linalg.py:134(_realType)
    15968    0.427    0.000    0.553    0.000 matfuncs.py:511(pade5)
    46500    0.426    0.000   26.866    0.001 manifold.py:28(retr)
   283783    0.412    0.000    2.942    0.000 fromnumeric.py:2277(all)
   140988    0.398    0.000    0.530    0.000 {method 'copy' of 'numpy.ndarray' objects}
   186309    0.383    0.000    1.184    0.000 matfuncs.py:145(_smart_matrix_product)
  1588653    0.377    0.000    0.377    0.000 {method 'get' of 'dict' objects}
   148521    0.367    0.000    0.649    0.000 shape_base.py:24(atleast_1d)
     4500    0.363    0.000    0.664    0.000 _matfuncs_sqrtm.py:26(_sqrtm_triu)
   326311    0.362    0.000    8.535    0.000 <__array_function__ internals>:2(norm)
   651014    0.357    0.000    2.118    0.000 _asarray.py:141(ascontiguousarray)
   498028    0.356    0.000    2.158    0.000 fromnumeric.py:1759(nonzero)
   204004    0.348    0.000    5.753    0.000 twodim_base.py:790(tril_indices)
    46501    0.348    0.000  317.320    0.007 rtbm.py:431(<lambda>)
   283783    0.339    0.000    3.620    0.000 <__array_function__ internals>:2(all)
    46502    0.326    0.000    0.445    0.000 twodim_base.py:154(eye)
    46500    0.318    0.000    7.586    0.000 matfuncs.py:691(_solve_P_Q)
   325507    0.315    0.000    0.379    0.000 defmatrix.py:169(__array_finalize__)
     1500    0.301    0.000    0.452    0.000 solvers.py:259(C_update)
   388328    0.295    0.000    0.295    0.000 fromnumeric.py:74(<dictcomp>)
   140307    0.290    0.000    5.230    0.000 matfuncs.py:115(_onenorm)
    93002    0.288    0.000    1.478    0.000 numeric.py:97(zeros_like)
    93508    0.268    0.000    0.268    0.000 {built-in method numpy.empty}
   232511    0.268    0.000    0.268    0.000 {method 'transpose' of 'numpy.ndarray' objects}
   257241    0.266    0.000    0.266    0.000 {method 'reshape' of 'numpy.ndarray' objects}
     4500    0.254    0.000    0.408    0.000 decomp_schur.py:20(schur)
   232506    0.253    0.000    1.202    0.000 <__array_function__ internals>:2(transpose)
   250524    0.247    0.000    2.038    0.000 {method 'all' of 'numpy.ndarray' objects}
   102018    0.244    0.000    1.482    0.000 shape_base.py:285(hstack)
    97505    0.240    0.000    0.403    0.000 shape_base.py:82(atleast_2d)
139507/139506    0.230    0.000    0.418    0.000 {method 'view' of 'numpy.ndarray' objects}
   186504    0.219    0.000    0.866    0.000 <__array_function__ internals>:2(copyto)
    45000    0.218    0.000  328.553    0.007 solvers.py:64(flat_cost)
1378471/1377523    0.218    0.000    0.218    0.000 {built-in method builtins.len}
   140426    0.210    0.000    1.444    0.000 {method 'max' of 'numpy.ndarray' objects}
    51001    0.203    0.000    0.203    0.000 {method 'astype' of 'numpy.generic' objects}
    46500    0.200    0.000    1.786    0.000 twodim_base.py:402(tril)
   381807    0.183    0.000    0.318    0.000 base.py:1189(isspmatrix)
        1    0.180    0.180  391.095  391.095 solvers.py:147(train)
    93502    0.179    0.000    0.969    0.000 numeric.py:166(ones)
   232506    0.176    0.000    0.726    0.000 fromnumeric.py:603(transpose)
    46500    0.168    0.000   24.177    0.001 matfuncs.py:561(expm)
   607515    0.166    0.000    0.166    0.000 {method '__array_prepare__' of 'numpy.ndarray' objects}
   373646    0.165    0.000    0.165    0.000 {built-in method numpy.core._multiarray_umath.normalize_axis_index}
    46500    0.164    0.000   24.341    0.001 matfuncs.py:211(expm)
    46500    0.161    0.000    0.772    0.000 matfuncs.py:362(__init__)
    62777    0.158    0.000    2.818    0.000 matfuncs.py:431(d4_tight)
   161797    0.154    0.000    0.154    0.000 {built-in method builtins.max}
     1500    0.151    0.000    0.151    0.000 solvers.py:246(recombination)
    93002    0.149    0.000    3.107    0.000 twodim_base.py:987(triu_indices_from)
   654017    0.148    0.000    0.148    0.000 linalg.py:482(_unary_dispatcher)
   148500    0.147    0.000    2.665    0.000 lapack.py:662(get_lapack_funcs)
   250538    0.145    0.000    1.791    0.000 _methods.py:47(_all)
    46500    0.144    0.000    2.596    0.000 matfuncs.py:134(_is_upper_triangular)
   139503    0.144    0.000    9.765    0.000 <__array_function__ internals>:2(eigvals)
   139500    0.143    0.000    0.143    0.000 basic.py:25(_solve_check)
   102008    0.143    0.000    0.202    0.000 numerictypes.py:293(issubclass_)
    48003    0.142    0.000    0.874    0.000 fromnumeric.py:2045(sum)
    93002    0.137    0.000    0.653    0.000 <__array_function__ internals>:2(empty_like)
    63086    0.136    0.000    2.204    0.000 matfuncs.py:437(d6_tight)
    49508    0.134    0.000    0.134    0.000 {method 'flatten' of 'numpy.ndarray' objects}
    93002    0.131    0.000   39.850    0.000 <__array_function__ internals>:2(apply_along_axis)
    55500    0.127    0.000    0.127    0.000 {built-in method builtins.abs}
   148521    0.125    0.000    0.902    0.000 <__array_function__ internals>:2(atleast_1d)
    46500    0.125    0.000    0.611    0.000 matfuncs.py:124(_ident_like)
    51004    0.124    0.000    0.333    0.000 numerictypes.py:365(issubdtype)
    93002    0.124    0.000    0.307    0.000 <__array_function__ internals>:2(shape)
     4500    0.119    0.000    0.261    0.000 lapack.py:732(_compute_lwork)
    46501    0.117    0.000    0.894    0.000 defmatrix.py:217(__mul__)
     1500    0.117    0.000    0.608    0.000 {method 'multivariate_normal' of 'numpy.random.mtrand.RandomState' objects}
   729782    0.117    0.000    0.117    0.000 {method 'append' of 'list' objects}
   232809    0.117    0.000    0.516    0.000 matfuncs.py:396(A2)
    45000    0.115    0.000  333.360    0.007 solvers.py:71(cost)
    47119    0.113    0.000    0.762    0.000 fromnumeric.py:2504(amax)
    93002    0.112    0.000    3.329    0.000 <__array_function__ internals>:2(triu_indices_from)
    93002    0.111    0.000    2.749    0.000 <__array_function__ internals>:2(cholesky)
   125554    0.111    0.000    0.770    0.000 matfuncs.py:403(A4)
    93002    0.105    0.000    1.709    0.000 <__array_function__ internals>:2(zeros_like)
   498028    0.105    0.000    0.105    0.000 fromnumeric.py:1755(_nonzero_dispatcher)
     1500    0.105    0.000    0.270    0.000 decomp_svd.py:16(svd)
   140426    0.101    0.000    1.234    0.000 _methods.py:28(_amax)
     3000    0.095    0.000    0.420    0.000 basic.py:906(inv)
   102018    0.094    0.000    1.834    0.000 <__array_function__ internals>:2(hstack)
    51005    0.093    0.000    0.617    0.000 shape_base.py:223(vstack)
   392685    0.091    0.000    0.091    0.000 {method 'items' of 'dict' objects}
    97505    0.090    0.000    0.591    0.000 <__array_function__ internals>:2(atleast_2d)
   163244    0.086    0.000    0.086    0.000 {built-in method builtins.hasattr}
    93002    0.084    0.000    0.084    0.000 stride_tricks.py:21(__init__)
    47427    0.083    0.000    0.400    0.000 matfuncs.py:410(A6)
    95/93    0.082    0.001    0.086    0.001 {built-in method _imp.create_dynamic}
   153023    0.080    0.000    0.232    0.000 shape_base.py:219(_vhstack_dispatcher)
    93002    0.078    0.000    0.078    0.000 {method '__array__' of 'numpy.ndarray' objects}
    46501    0.078    0.000    0.357    0.000 defmatrix.py:38(asmatrix)
     4500    0.077    0.000    1.677    0.000 _matfuncs_sqrtm.py:119(sqrtm)
   326311    0.076    0.000    0.076    0.000 linalg.py:2321(_norm_dispatcher)
    46501    0.076    0.000  317.396    0.007 rtbm.py:113(__call__)
   283783    0.076    0.000    0.076    0.000 fromnumeric.py:2273(_all_dispatcher)
   153089    0.075    0.000    0.152    0.000 shape_base.py:208(_arrays_for_stack_dispatcher)
    48003    0.071    0.000    1.014    0.000 <__array_function__ internals>:2(sum)
    93007    0.071    0.000    0.071    0.000 stride_tricks.py:26(_maybe_view_as_subclass)
      427    0.069    0.000    0.069    0.000 {built-in method marshal.loads}
    48001    0.064    0.000    0.174    0.000 <__array_function__ internals>:2(real)
    46500    0.064    0.000    0.076    0.000 blas.py:300(<listcomp>)
    46519    0.063    0.000    0.572    0.000 {method 'sum' of 'numpy.ndarray' objects}
    46500    0.063    0.000    1.798    0.000 <__array_function__ internals>:2(solve)
    93002    0.063    0.000    0.141    0.000 defmatrix.py:839(A)
    93002    0.062    0.000    0.062    0.000 fromnumeric.py:1856(shape)
    46501    0.062    0.000    0.500    0.000 {method 'any' of 'numpy.ndarray' objects}
    47119    0.062    0.000    0.889    0.000 <__array_function__ internals>:2(amax)
   102000    0.061    0.000    0.077    0.000 core.py:6251(isMaskedArray)
    51000    0.060    0.000    0.327    0.000 <__array_function__ internals>:2(where)
    46500    0.056    0.000    1.916    0.000 <__array_function__ internals>:2(tril)
    62777    0.055    0.000    2.259    0.000 matfuncs.py:467(d6_loose)
   232506    0.055    0.000    0.055    0.000 fromnumeric.py:599(_transpose_dispatcher)
    10000    0.053    0.000    0.053    0.000 {method 'normal' of 'numpy.random.mtrand.RandomState' objects}
    46501    0.051    0.000    1.210    0.000 <__array_function__ internals>:2(det)
   186504    0.050    0.000    0.050    0.000 multiarray.py:1043(copyto)
     1501    0.048    0.000    0.081    0.000 solvers.py:49(<listcomp>)
     9000    0.048    0.000    0.101    0.000 twodim_base.py:216(diag)
    46500    0.047    0.000    2.859    0.000 matfuncs.py:455(d4_loose)
    51005    0.047    0.000    0.762    0.000 <__array_function__ internals>:2(vstack)
    48001    0.046    0.000    0.046    0.000 type_check.py:124(real)
     4500    0.043    0.000    0.093    0.000 numeric.py:2299(array_equal)
        1    0.039    0.039    0.096    0.096 backend_bases.py:3254(new_figure_manager_given_figure)
    46998    0.038    0.000    0.038    0.000 {scipy.special._comb._comb_int}
    45000    0.038    0.000    0.038    0.000 {built-in method math.isnan}
     1500    0.038    0.000    0.778    0.001 solvers.py:265(s_update)
    46519    0.037    0.000    0.509    0.000 _methods.py:36(_sum)
        1    0.036    0.036    0.036    0.036 {built-in method mkl._py_mkl_service.get_version}
    51332    0.034    0.000    0.034    0.000 {method 'rand' of 'numpy.random.mtrand.RandomState' objects}
        1    0.031    0.031    0.057    0.057 backend_macosx.py:115(__init__)
    93002    0.031    0.000    0.031    0.000 fromnumeric.py:1852(_shape_dispatcher)
    46566    0.030    0.000    0.439    0.000 _methods.py:44(_any)
     1511    0.030    0.000    0.077    0.000 numeric.py:2256(within_tol)
     2467    0.030    0.000    0.051    0.000 inspect.py:613(cleandoc)
     1500    0.029    0.000    0.029    0.000 solvers.py:253(<listcomp>)
        1    0.028    0.028    0.091    0.091 {method 'show' of '_macosx.FigureManager' objects}
     2082    0.027    0.000    0.027    0.000 {built-in method posix.stat}
    46998    0.027    0.000    0.066    0.000 basic.py:1918(comb)
     3000    0.027    0.000    1.022    0.000 manifold.py:45(transp)
     4507    0.026    0.000    0.026    0.000 getlimits.py:497(__init__)
    46519    0.026    0.000    0.026    0.000 {method 'index' of 'list' objects}
    93002    0.026    0.000    0.026    0.000 twodim_base.py:871(_trilu_indices_form_dispatcher)
    46998    0.026    0.000    0.026    0.000 {built-in method math.factorial}
    93002    0.025    0.000    0.025    0.000 {method '__array_wrap__' of 'numpy.ndarray' objects}
        1    0.025    0.025    0.026    0.026 backend_macosx.py:139(_init_toolbar)
1233/1138    0.024    0.000    0.077    0.000 {built-in method builtins.__build_class__}
   148521    0.023    0.000    0.023    0.000 shape_base.py:20(_atleast_1d_dispatcher)
        1    0.023    0.023    0.023    0.023 {built-in method matplotlib._png.write_png}
     4500    0.022    0.000    0.200    0.000 twodim_base.py:441(triu)
   102000    0.022    0.000    0.022    0.000 misc.py:177(_datacopied)
    93002    0.022    0.000    0.022    0.000 numeric.py:93(_zeros_like_dispatcher)
    93002    0.020    0.000    0.020    0.000 shape_base.py:265(_apply_along_axis_dispatcher)
      328    0.020    0.000    0.020    0.000 {built-in method builtins.compile}
    93002    0.020    0.000    0.020    0.000 index_tricks.py:644(__iter__)
    97505    0.019    0.000    0.019    0.000 shape_base.py:78(_atleast_2d_dispatcher)
     1607    0.019    0.000    0.025    0.000 {method 'sort' of 'list' objects}
    93002    0.019    0.000    0.019    0.000 multiarray.py:77(empty_like)
      427    0.019    0.000    0.026    0.000 <frozen importlib._bootstrap_external>:914(get_data)
     1511    0.018    0.000    0.151    0.000 numeric.py:2179(isclose)
     1500    0.018    0.000    0.018    0.000 {method 'trace' of 'numpy.ndarray' objects}
     1500    0.018    0.000    2.137    0.001 solvers.py:270(transport)
     1501    0.016    0.000    0.016    0.000 solvers.py:50(<listcomp>)
       77    0.016    0.000    0.016    0.000 {function NavigationToolbar2Mac.set_message at 0x1019396b90}
       64    0.015    0.000    0.029    0.000 colors.py:729(from_list)
        1    0.015    0.015    0.068    0.068 gaussian-mix.py:16(gaussian_mixture)
    47119    0.015    0.000    0.015    0.000 fromnumeric.py:2499(_amax_dispatcher)
    48001    0.014    0.000    0.014    0.000 type_check.py:120(_real_dispatcher)
